MonthYear,Date,Excess CAPE Yield,CPI,CPI Change,Recession Phase,Recession Period,In Recession,USGGBE01 Index,USGGBE02 Index,USGGBE05 Index,USGGBE10 Index,USGGBE30 Index,Fed Fund Effective Rate,UST2Y,UST5Y,UST10Y,UST30Y,Real IR 2Y,Real IR 5Y,Real IR 10Y,Real IR 30Y,RealGDP,RealGDP Annualized Growth 1yr,RealGDP Annualized Growth 3yr,RealGDP Annualized Growth 5yr,US IG Spread,US HY Spread,Real_M1,Real_M2,Real_M1_Growth,Real_M1_Pct_Growth,Real_M2_Growth,Real_M2_Pct_Growth,Unemployment Rate,ACMTP05,ACMTP10,US IG Spread Ex ERPB And Term Premia
Feb-2023,2023-02-28,0.0236,296.11,-0.22999999999996135,Other time,,False,3.4475,3.1811,2.5946,2.3783,2.3314,4.57,4.819,4.184,3.923,3.917,1.6379000000000001,1.5894000000000004,1.5447000000000002,1.5856,20182.491,0.008812776411450063,0.016497356845459388,0.01966112393916708,130.0,422.0,19336.7,6982.5,-234.59999999999854,-0.011986940060190103,-66.10000000000036,-0.009377748772805998,3.6,-0.54336,-0.42567,22.626084337368567
Jan-2023,2023-01-31,0.025,296.34,-0.4600000000000364,Other time,,False,2.1313,2.3314,2.3275,2.2456,2.218,4.33,4.203,3.618,3.511,3.634,1.8716000000000004,1.2904999999999998,1.2654,1.416,20182.491,0.008812776411450063,0.016497356845459388,0.01966112393916708,125.0,430.0,19571.3,7048.6,-259.5,-0.013085705064848619,-83.79999999999927,-0.01174920083001504,3.4,-0.83359,-0.72745,22.302951530114257
Dec-2022,2022-12-31,0.0249,296.8,-0.9099999999999682,Other time,,False,2.1353,2.3127,2.3827,2.2972,2.346,4.33,4.429,4.005,3.877,3.966,2.1163000000000003,1.6223,1.5797999999999996,1.62,20182.491,0.008812776411450063,0.016497356845459388,0.01966112393916708,138.0,481.0,19830.8,7132.4,-137.70000000000073,-0.006895860981045183,-26.600000000000364,-0.0037156027378125946,3.5,-0.59801,-0.51142,29.575437645819335
Nov-2022,2022-11-30,0.0223,297.71,-0.30000000000001137,Other time,,False,2.3752,2.5327,2.4765,2.3683,2.4193,3.83,4.312,3.738,3.607,3.738,1.7793,1.2614999999999998,1.2387000000000001,1.3187000000000002,20182.491,0.008812776411450063,0.016497356845459388,0.01966112393916708,142.0,455.0,19968.5,7159.0,-130.29999999999927,-0.006482974107906904,-30.699999999999818,-0.0042699973573306,3.6,-0.73039,-0.67978,45.10223718393793
Oct-2022,2022-10-31,0.0228,298.01,1.1999999999999886,Other time,,False,2.7341,2.8562,2.6561,2.5112,2.5467,3.08,4.485,4.23,4.05,4.167,1.6288000000000005,1.5739000000000005,1.5387999999999997,1.6202999999999999,20182.491,0.008812776411450063,0.016497356845459388,0.01966112393916708,166.0,463.0,20098.8,7189.7,-180.60000000000218,-0.008905588922749301,-68.5,-0.009437601609214407,3.7,-0.25795,-0.13892,52.783531279251164
Sep-2022,2022-09-30,0.0254,296.81,0.6399999999999864,Other time,,False,1.7184,1.9819,2.1602,2.1545,2.0899,3.08,4.281,4.092,3.832,3.779,2.2990999999999997,1.9317999999999995,1.6774999999999998,1.6890999999999998,20054.663,0.01942138388053949,0.015842581732452343,0.02040628273596945,167.0,543.0,20279.4,7258.2,-199.09999999999854,-0.00972239177674139,-75.80000000000018,-0.010335424052358901,3.5,-0.39777,-0.44951,55.539689938469394
Aug-2022,2022-08-31,0.029,296.17,-0.1099999999999568,Other time,,False,2.1191,2.3906,2.6367,2.4813,2.353,2.33,3.495,3.353,3.195,3.294,1.1044,0.7163000000000004,0.7136999999999998,0.9409999999999998,20054.663,0.01942138388053949,0.015842581732452343,0.02040628273596945,148.0,503.0,20478.5,7334.0,-109.79999999999927,-0.005333126095889378,-32.30000000000018,-0.004384833634253313,3.7,-0.57073,-0.68902,33.68701779375621
Jul-2022,2022-07-31,0.0315,296.28,-0.03000000000002956,Other time,,False,3.791,3.2454,2.8068,2.5526,2.3095,2.32,2.887,2.678,2.651,3.011,-0.35840000000000005,-0.12880000000000003,0.09839999999999982,0.7015000000000002,20054.663,0.01942138388053949,0.015842581732452343,0.02040628273596945,153.0,483.0,20588.3,7366.3,-19.900000000001455,-0.000965635038479899,14.800000000000182,0.002013194586138908,3.5,-0.71185,-0.80347,35.26728181608539
Jun-2022,2022-06-30,0.0289,296.31,4.009999999999991,Other time,,False,4.2829,3.2877,2.6173,2.3449,2.2055,1.58,2.957,3.04,3.016,3.185,-0.3307000000000002,0.42269999999999985,0.6711,0.9795000000000003,19895.271,0.01796042498028072,0.01614083155669599,0.020459591782397313,164.0,587.0,20608.2,7351.5,-30.899999999997817,-0.001497158306321391,-86.89999999999964,-0.011682619918261944,3.6,-0.26885,-0.27785,38.547589382624864
May-2022,2022-05-31,0.0279,292.3,3.1899999999999977,Other time,,False,4.6467,3.8585,2.9572,2.6525,2.4064,0.83,2.559,2.82,2.847,3.047,-1.2994999999999997,-0.1372,0.19450000000000012,0.6406000000000001,19895.271,0.01796042498028072,0.01614083155669599,0.020459591782397313,140.0,422.0,20639.1,7438.4,-12.700000000000728,-0.0006149585024066051,-72.80000000000018,-0.009692192991798939,3.6,-0.16521,-0.32192,18.407338443347044
Apr-2022,2022-04-30,0.0251,289.11,1.6100000000000136,Other time,,False,5.1157,4.3591,3.3481,2.9388,2.5921,0.33,2.718,2.957,2.937,3.0,-1.6410999999999998,-0.3911000000000002,-0.0018000000000002458,0.40790000000000015,19895.271,0.01796042498028072,0.01614083155669599,0.020459591782397313,141.0,397.0,20651.8,7511.2,-12.799999999999272,-0.000619416780387681,-36.600000000000364,-0.004849095100559152,3.6,-0.11549,-0.33034,27.025949308103492
Mar-2022,2022-03-31,0.0307,287.5,3.7799999999999727,Other time,,False,5.6303,4.4079,3.4252,2.8288,2.4425,0.33,2.337,2.462,2.341,2.45,-2.0708999999999995,-0.9631999999999996,-0.4878,0.007500000000000284,19924.088,0.03683678957947212,0.018906775030650635,0.021781466553531637,122.0,343.0,20664.6,7547.8,131.0,0.006379787275489929,-31.099999999999454,-0.004103497869083832,3.6,-0.42502,-0.79372,6.106907316611455
Feb-2022,2022-02-28,0.0313,283.72,2.57000000000005,Other time,,False,5.1577,4.0409,3.1505,2.6218,2.2962,0.08,1.434,1.719,1.827,2.164,-2.6068999999999996,-1.4315,-0.7948,-0.13219999999999965,19924.088,0.03683678957947212,0.018906775030650635,0.021781466553531637,130.0,377.0,20533.6,7578.9,27.299999999999272,0.00133129818641097,-51.0,-0.006684229151102898,3.8,-0.48466,-0.72243,10.547266024589533
Jan-2022,2022-01-31,0.0312,281.15,2.349999999999966,Other time,,False,3.5084,3.2624,2.8879,2.4864,2.2785,0.08,1.18,1.61,1.778,2.109,-2.0824,-1.2779,-0.7084000000000001,-0.1695000000000002,19924.088,0.03683678957947212,0.018906775030650635,0.021781466553531637,110.0,363.0,20506.3,7629.9,10.299999999999272,0.0005025370804058974,-42.400000000000546,-0.005526374099031652,4.0,-0.39738,-0.58768,-12.926069255927217
Dec-2021,2021-12-31,0.0328,278.8,0.8500000000000227,Other time,,False,3.4315,3.2173,2.9063,2.5947,2.3797,0.07,0.734,1.264,1.512,1.904,-2.4833,-1.6422999999999999,-1.0827,-0.47570000000000023,20006.181,0.05717100090878047,0.02214669168081196,0.023499348801933273,98.0,310.0,20496.0,7672.3,245.59999999999854,0.012128155493224753,24.199999999999818,0.003164184568716389,3.9,-0.43815,-0.6067,-28.61863233534818
Nov-2021,2021-11-30,0.0311,277.95,1.3600000000000136,Other time,,False,3.7454,3.24,2.8086,2.5131,2.3173,0.07,0.568,1.161,1.447,1.793,-2.672,-1.6476000000000002,-1.0661,-0.5243,20006.181,0.05717100090878047,0.02214669168081196,0.023499348801933273,103.0,367.0,20250.4,7648.1,215.3000000000029,0.010746140523381612,11.800000000000182,0.0015452509723295552,4.2,-0.47966,-0.64928,-17.953932478719636
Oct-2021,2021-10-31,0.0313,276.59,2.2799999999999727,Other time,,False,3.2325,3.0709,2.9311,2.587,2.317,0.07,0.499,1.185,1.555,1.934,-2.5719,-1.7460999999999998,-1.0320000000000003,-0.38300000000000023,20006.181,0.05717100090878047,0.02214669168081196,0.023499348801933273,89.0,315.0,20035.1,7636.3,169.1999999999971,0.008517107203801342,-14.099999999999454,-0.0018430408867509483,4.5,-0.32019,-0.40844,-39.16077457334717
Sep-2021,2021-09-30,0.032,274.31,0.7400000000000091,Other time,,False,2.54,2.5287,2.5329,2.3762,2.2854,0.06,0.277,0.966,1.488,2.046,-2.2517,-1.5669000000000002,-0.8881999999999999,-0.23940000000000028,19672.594,0.04955654480540672,0.01704919030184504,0.021074854516614838,89.0,315.0,19865.9,7650.4,131.70000000000073,0.006673693385087854,10.0,0.0013088319983246951,4.8,-0.27001,-0.23874,-45.7134226524816
Aug-2021,2021-08-31,0.0326,273.57,0.5699999999999932,Other time,,False,2.6172,2.5379,2.507,2.3383,2.2345,0.06,0.21,0.778,1.31,1.934,-2.3279,-1.729,-1.0282999999999998,-0.3005000000000002,19672.594,0.04955654480540672,0.01704919030184504,0.021074854516614838,92.0,321.0,19734.2,7640.4,199.60000000000218,0.010217767448527341,37.0,0.004866244048715049,5.2,-0.41646,-0.41202,-39.490282680649955
Jul-2021,2021-07-31,0.0326,273.0,1.3000000000000114,Other time,,False,3.2898,2.8277,2.6219,2.4003,2.2593,0.07,0.186,0.691,1.224,1.894,-2.6417,-1.9309000000000003,-1.1763000000000001,-0.3653000000000002,19672.594,0.04955654480540672,0.01704919030184504,0.021074854516614838,92.0,332.0,19534.6,7603.4,175.39999999999782,0.009060291747592762,23.899999999999636,0.0031532422983045895,5.4,-0.4336,-0.41589,-39.382954048801764
Jun-2021,2021-06-30,0.0308,271.7,2.5,Other time,,False,3.1736,2.7166,2.498,2.3365,2.2827,0.08,0.25,0.891,1.469,2.087,-2.4666,-1.6070000000000002,-0.8674999999999999,-0.19569999999999999,19544.248,0.12460854406241384,0.017269215628075596,0.020962069226954316,86.0,304.0,19359.2,7579.5,91.10000000000218,0.004728021963764055,-31.899999999999636,-0.0041910817983550515,5.9,-0.26483,-0.1976,-46.68933806408393
May-2021,2021-05-31,0.0288,269.2,2.1499999999999773,Other time,,False,3.3173,2.8317,2.5954,2.4482,2.3396,0.05,0.143,0.8,1.596,2.284,-2.6887000000000003,-1.7954,-0.8521999999999998,-0.055600000000000094,19544.248,0.12460854406241384,0.017269215628075596,0.020962069226954316,91.0,334.0,19268.1,7611.4,334.0,0.01764013076935265,67.5,0.008947626559206777,5.8,-0.04674,0.206313,-47.616190145947144
Apr-2021,2021-04-30,0.0282,267.05,2.170000000000016,Other time,,False,2.6374,2.6817,2.5871,2.4063,2.2757,0.05,0.161,0.848,1.628,2.3,-2.5207,-1.7391,-0.7783,0.024299999999999766,19544.248,0.12460854406241384,0.017269215628075596,0.020962069226954316,94.0,328.0,18934.1,7543.9,299.7999999999993,0.01608861078763352,54.599999999999454,0.00729040097205339,6.1,-0.01513,0.234472,-43.81461735745785
Mar-2021,2021-03-31,0.0296,264.88,1.8700000000000045,1Yr After,,False,2.6923,2.6642,2.6016,2.3741,2.3134,0.06,0.162,0.94,1.742,2.413,-2.5022,-1.6616,-0.6320999999999999,0.09959999999999969,19216.224,0.011919350504481896,0.013891779300395202,0.018126356527046195,97.0,336.0,18634.3,7489.3,271.5,0.014785326856470691,54.600000000000364,0.007343941248470061,6.1,0.073035,0.366224,-48.16110841339747
Feb-2021,2021-02-28,0.0333,263.01,1.4300000000000068,1Yr After,,False,2.5799,2.4535,2.4231,2.1489,2.1064,0.07,0.13,0.732,1.407,2.154,-2.3235,-1.6910999999999998,-0.7418999999999998,0.04760000000000009,19216.224,0.011919350504481896,0.013891779300395202,0.018126356527046195,95.0,357.0,18362.8,7434.7,264.3999999999978,0.014609026212261735,65.0,0.008819897689186805,6.2,-0.20462,-0.03531,-48.784041891281845
Jan-2021,2021-01-31,0.0355,261.58,1.1099999999999568,1Yr After,,False,3.2196,2.4049,2.2191,2.1019,2.1035,0.07,0.111,0.421,1.067,1.831,-2.2939,-1.7981,-1.0349000000000002,-0.27249999999999996,19216.224,0.011919350504481896,0.013891779300395202,0.018126356527046195,103.0,384.0,18098.4,7369.7,271.40000000000146,0.015224098277893165,75.30000000000018,0.010322987497258197,6.3,-0.51377,-0.4514,-35.04698579439881
Dec-2020,2020-12-31,0.0377,260.47,0.2400000000000091,1Yr After,,False,2.0208,2.0112,1.9665,1.9868,2.0017,0.09,0.122,0.362,0.916,1.646,-1.8892000000000002,-1.6044999999999998,-1.0707999999999998,-0.3557000000000001,18924.262,-0.015166199331577479,0.011054339127813506,0.016206839676192297,103.0,386.0,17827.0,7294.4,217.90000000000146,0.012374283751015184,28.899999999999636,0.003977702842199385,6.7,-0.7032,-0.73033,-33.113856091391426
Nov-2020,2020-11-30,0.0396,260.23,-0.15999999999996817,1Yr After,,False,1.2769,1.5546,1.7009,1.7899,1.9184,0.09,0.149,0.362,0.841,1.569,-1.4056,-1.3389000000000002,-0.9489000000000001,-0.34940000000000015,18924.262,-0.015166199331577479,0.011054339127813506,0.016206839676192297,112.0,433.0,17609.1,7265.5,251.89999999999782,0.014512709423178727,69.89999999999964,0.009714269831563682,6.7,-0.79443,-0.88532,-24.82675579753959
Oct-2020,2020-10-31,0.0417,260.39,0.11000000000001364,1Yr After,,False,0.8524,1.2402,1.5916,1.7078,1.8604,0.09,0.155,0.385,0.875,1.662,-1.0852,-1.2066,-0.8328,-0.19840000000000013,18924.262,-0.015166199331577479,0.011054339127813506,0.016206839676192297,134.0,532.0,17357.2,7195.6,198.60000000000218,0.01157437086941838,51.30000000000018,0.0071805495289951685,6.9,-0.76346,-0.83292,-9.81881213699171
Sep-2020,2020-09-30,0.0433,260.28,0.3599999999999568,1Yr After,,False,0.6899,1.1428,1.4933,1.6327,1.7732,0.09,0.129,0.278,0.685,1.456,-1.0138,-1.2153,-0.9477,-0.31720000000000015,18743.72,-0.020240101214096584,0.011196007939643149,0.01455689237957114,144.0,541.0,17158.6,7144.3,280.09999999999854,0.01659507657670993,72.10000000000036,0.01019484743078538,7.9,-0.94082,-1.0929,3.1712881247091786
Aug-2020,2020-08-31,0.0432,259.92,0.8199999999999932,1Yr After,,False,1.295,1.3921,1.6972,1.8049,1.8375,0.09,0.132,0.268,0.706,1.476,-1.2601,-1.4292,-1.0989,-0.36149999999999993,18743.72,-0.020240101214096584,0.011196007939643149,0.01455689237957114,136.0,502.0,16878.5,7072.2,111.29999999999927,0.006637959826327549,-7.900000000000546,-0.0011158034491039032,8.4,-0.90262,-1.02649,-6.406739998054235
Jul-2020,2020-07-31,0.045,259.1,1.3000000000000114,1Yr After,,False,0.9616,1.1426,1.4263,1.5545,1.644,0.1,0.107,0.205,0.529,1.194,-1.0356,-1.2212999999999998,-1.0255,-0.44999999999999996,18743.72,-0.020240101214096584,0.011196007939643149,0.01455689237957114,141.0,516.0,16767.2,7080.1,207.5,0.01253042023708159,24.600000000000364,0.0034866416270994773,10.2,-1.07447,-1.28679,1.064728209461208
Jun-2020,2020-06-30,0.0443,257.8,1.410000000000025,1Yr After,,False,0.6428,0.8787,1.1703,1.3387,1.5639,0.08,0.15,0.289,0.657,1.412,-0.7287,-0.8813,-0.6817,-0.15190000000000015,17378.712,-0.0835064015599476,-0.01125963917995998,-2.4890664937160523e-05,160.0,644.0,16559.7,7055.5,315.5,0.01942231688848943,78.80000000000018,0.011294738200008626,11.0,-0.97816,-1.14355,17.93845586209062
May-2020,2020-05-31,0.0462,256.39,0.0,1Yr After,,False,-0.6114,0.1911,0.8388,1.1432,1.4754,0.05,0.163,0.304,0.653,1.407,-0.028099999999999986,-0.5347999999999999,-0.49019999999999997,-0.06840000000000002,17378.712,-0.0835064015599476,-0.01125963917995998,-2.4890664937160523e-05,187.0,654.0,16244.2,6976.7,11449.7,2.388090520387945,339.39999999999964,0.051135250779684456,13.2,-0.99075,-1.16622,40.55585988561862
Apr-2020,2020-04-30,0.0483,256.39,-1.7300000000000182,1Yr After,,False,-1.512,-0.3432,0.7058,1.0694,1.3971,0.05,0.197,0.363,0.64,1.287,0.5402,-0.3428,-0.4293999999999999,-0.11010000000000009,17378.712,-0.0835064015599476,-0.01125963917995998,-2.4890664937160523e-05,217.0,763.0,4794.5,6637.3,533.5,0.12520535085660642,447.0,0.07220974750819831,14.7,-0.99348,-1.21088,66.2556167263179
Mar-2020,2020-03-31,0.0488,258.12,-0.5600000000000023,In Recession,2020/02-2020/04,True,-2.1872,-0.6865,0.5326,0.9269,1.2463,0.08,0.248,0.382,0.67,1.324,0.9345,-0.15059999999999996,-0.2568999999999999,0.0777000000000001,18989.877,0.00820082980934167,0.020104355554064757,0.019042813512348378,305.0,877.0,4261.0,6190.3,279.5999999999999,0.07022655347365246,230.60000000000036,0.038693222813228914,4.4,-0.93993,-1.1175,150.34709588091556
Feb-2020,2020-02-29,0.0354,258.68,0.7099999999999795,In Recession,2020/02-2020/04,True,1.2366,1.1934,1.3746,1.4301,1.5443,1.58,0.915,0.936,1.15,1.676,-0.2784,-0.4386,-0.2801,0.13169999999999993,18989.877,0.00820082980934167,0.020104355554064757,0.019042813512348378,130.0,506.0,3981.4,5959.7,2.800000000000182,0.0007037651435178661,16.099999999999454,0.002708796015882538,3.5,-1.06909,-1.20285,13.057103613423251
Jan-2020,2020-01-31,0.0323,257.97,1.0,1Yr Before,,False,1.1945,1.3532,1.5977,1.6408,1.7337,1.59,1.316,1.314,1.508,2.0,-0.0371999999999999,-0.28369999999999984,-0.13280000000000003,0.2663,18989.877,0.00820082980934167,0.020104355554064757,0.019042813512348378,109.0,403.0,3978.6,5943.6,-42.59999999999991,-0.010593852581318987,19.5,0.003291639236339697,3.5,-0.93981,-1.04175,-4.234407706076837
Dec-2019,2019-12-31,0.0319,256.97,-0.23999999999995225,1Yr Before,,False,1.4336,1.4682,1.6966,1.786,1.8124,1.55,1.571,1.692,1.919,2.39,0.1028,-0.0046000000000001595,0.133,0.5776000000000001,19215.691,0.025726308482646232,0.02559655975418007,0.02311105999490848,101.0,360.0,4021.2,5924.1,71.69999999999982,0.01815419673376372,11.800000000000182,0.001995839182720799,3.6,-0.66626,-0.71174,-20.331725373375335
Nov-2019,2019-11-30,0.0329,257.21,-0.1400000000000432,1Yr Before,,False,1.178,1.2418,1.5273,1.633,1.7066,1.56,1.614,1.627,1.777,2.206,0.3722000000000001,0.0996999999999999,0.1439999999999999,0.49940000000000007,19215.691,0.025726308482646232,0.02559655975418007,0.02311105999490848,111.0,402.0,3949.5,5912.3,16.40000000000009,0.004169738882815106,26.5,0.004502361616092969,3.6,-0.81546,-0.93271,-6.8409884948091815
Oct-2019,2019-10-31,0.0352,257.35,0.5900000000000318,1Yr Before,,False,1.0093,1.1248,1.4498,1.5501,1.6222,1.58,1.527,1.52,1.692,2.18,0.4021999999999999,0.07020000000000004,0.14189999999999992,0.5578000000000001,19215.691,0.025726308482646232,0.02559655975418007,0.02311105999490848,117.0,415.0,3933.1,5885.8,33.59999999999991,0.008616489293499143,34.900000000000546,0.00596489428976748,3.6,-0.85297,-0.97387,-5.765805665313437
Sep-2019,2019-09-30,0.0347,256.76,0.19999999999998863,1Yr Before,,False,1.1777,1.3042,1.3472,1.5204,1.5874,1.9,1.624,1.545,1.666,2.112,0.3198000000000001,0.19779999999999998,0.14559999999999995,0.5246000000000002,19130.932,0.023058278646321817,0.025779782012877783,0.02312317391384,122.0,402.0,3899.5,5850.9,44.19999999999982,0.011464736855756961,26.199999999999818,0.0044980857383212555,3.5,-0.96502,-1.08006,3.4979812715554033
Aug-2019,2019-08-31,0.036,256.56,-0.009999999999990905,1Yr Before,,False,1.133,1.251,1.3557,1.5417,1.6033,2.13,1.507,1.387,1.498,1.964,0.256,0.031300000000000106,-0.04370000000000007,0.3607,19130.932,0.023058278646321817,0.025779782012877783,0.02312317391384,126.0,413.0,3855.3,5824.7,-5.0,-0.0012952361215449576,20.399999999999636,0.0035146357011180736,3.7,-1.08805,-1.21091,7.698115276738378
Jul-2019,2019-07-31,0.0347,256.57,0.4300000000000068,1Yr Before,,False,1.2228,1.4392,1.5479,1.7497,1.7869,2.4,1.873,1.828,2.015,2.525,0.43379999999999996,0.2801,0.2653000000000001,0.7381,19130.932,0.023058278646321817,0.025779782012877783,0.02312317391384,114.0,393.0,3860.3,5804.3,31.90000000000009,0.008332462647581258,20.600000000000364,0.003561733838200523,3.7,-0.80835,-0.85517,-10.739004779178657
Jun-2019,2019-06-30,0.0309,256.14,0.05000000000001137,1Yr Before,,False,0.5669,1.1644,1.5369,1.7003,1.7567,2.4,1.756,1.767,2.006,2.53,0.5915999999999999,0.23009999999999997,0.30569999999999986,0.7732999999999999,18962.175,0.02135540615577214,0.024799899861994268,0.023680310940632276,122.0,407.0,3828.4,5783.7,40.20000000000027,0.01061190011087067,47.80000000000018,0.008333478617130735,3.6,-0.75219,-0.74578,4.249856716432788
May-2019,2019-05-31,0.0284,256.09,0.5399999999999636,1Yr Before,,False,1.2054,1.3097,1.5875,1.742,1.8302,2.4,1.924,1.912,2.125,2.569,0.6142999999999998,0.3245,0.383,0.7387999999999999,18962.175,0.02135540615577214,0.024799899861994268,0.023680310940632276,135.0,459.0,3788.2,5735.9,4.299999999999727,0.0011363936679086991,38.29999999999927,0.0067221286155572995,3.7,-0.77392,-0.74961,23.949910672140987
Apr-2019,2019-04-30,0.0261,255.55,1.3500000000000227,1Yr Before,,False,1.7551,1.7573,1.8572,1.9497,1.9915,2.45,2.267,2.279,2.503,2.929,0.5096999999999998,0.42179999999999995,0.5533000000000001,0.9374999999999998,18962.175,0.02135540615577214,0.024799899861994268,0.023680310940632276,117.0,373.0,3783.9,5697.6,47.0,0.012577269929620808,-10.399999999999636,-0.0018220042046250239,3.6,-0.54486,-0.49509,4.957509007727623
Mar-2019,2019-03-31,0.0261,254.2,1.4199999999999875,1Yr Before,,False,4.294,1.8309,1.7908,1.8749,1.9154,2.43,2.263,2.234,2.406,2.815,0.43209999999999993,0.44320000000000004,0.5311000000000001,0.8996,18835.411,0.021602281092927278,0.023540778812350283,0.024920122824104052,127.0,405.0,3736.9,5708.0,-15.199999999999818,-0.00405106473708052,-4.100000000000364,-0.0007177745487649662,3.8,-0.64685,-0.64618,19.147763009263542
Feb-2019,2019-02-28,0.0247,252.78,1.0699999999999932,1Yr Before,,False,2.9104,1.742,1.8641,1.9442,1.9835,2.4,2.515,2.513,2.716,3.081,0.7730000000000001,0.6488999999999998,0.7718000000000003,1.0975,18835.411,0.021602281092927278,0.023540778812350283,0.024920122824104052,129.0,392.0,3752.1,5712.1,7.099999999999909,0.0018958611481975725,2.2000000000007276,0.00038529571446097613,3.8,-0.48073,-0.45797,19.620589025561685
Jan-2019,2019-01-31,0.0259,251.71,0.4800000000000182,Other time,,False,-0.8642,1.2846,1.7266,1.863,1.9372,2.4,2.459,2.437,2.63,2.996,1.1744,0.7103999999999999,0.7669999999999999,1.0588,18835.411,0.021602281092927278,0.023540778812350283,0.024920122824104052,138.0,437.0,3745.0,5709.9,-28.0,-0.0074211502782931356,27.699999999999818,0.004874872408574112,4.0,-0.54811,-0.52868,27.416583931673358
Dec-2018,2018-12-31,0.025,251.23,-0.8100000000000023,Other time,,False,-2.8433,0.6572,1.4933,1.7139,1.8152,2.4,2.49,2.512,2.685,3.015,1.8328000000000002,1.0187,0.9711000000000001,1.1998000000000002,18733.741,0.02312583627794207,0.02369844267265786,0.023093362255565797,159.0,533.0,3773.0,5682.2,72.09999999999991,0.019481747682996004,46.0,0.008161527270146553,3.9,-0.51743,-0.46975,49.15602945588165
Nov-2018,2018-11-30,0.0192,252.04,-0.8499999999999943,Other time,,False,-1.1052,1.2172,1.7681,1.9687,2.0476,2.2,2.787,2.813,2.989,3.291,1.5697999999999999,1.0449000000000002,1.0203,1.2433999999999998,18733.741,0.02312583627794207,0.02369844267265786,0.023093362255565797,145.0,429.0,3700.9,5636.2,-24.0,-0.006443125989959462,9.599999999999454,0.0017061813528595339,3.8,-0.33152,-0.31759,46.23379703282188
Oct-2018,2018-10-31,0.0163,252.89,0.44999999999998863,Other time,,False,0.369,1.5136,1.9051,2.062,2.0929,2.2,2.869,2.976,3.144,3.391,1.3554000000000002,1.0709,1.0820000000000003,1.2980999999999998,18733.741,0.02312583627794207,0.02369844267265786,0.023093362255565797,125.0,381.0,3724.9,5626.6,24.800000000000182,0.006702521553471577,-9.399999999999636,-0.0016678495386798502,3.8,-0.18818,-0.1629,29.592550653440156
Sep-2018,2018-09-30,0.0151,252.44,0.28999999999999204,Other time,,False,1.1826,1.8092,2.0349,2.1449,2.1557,2.18,2.821,2.954,3.062,3.206,1.0118000000000003,0.9191000000000003,0.9171,1.0503,18699.748,0.03153983832960239,0.02357734411127632,0.024172344749362917,113.0,328.0,3700.1,5636.0,9.699999999999818,0.0026284413613699917,1.0,0.0001774622892635315,3.7,-0.2625,-0.28953,24.26948396668844
Aug-2018,2018-08-31,0.0161,252.15,0.14000000000001478,Other time,,False,0.9885,1.6674,1.9905,2.0903,2.1136,1.91,2.628,2.739,2.861,3.02,0.9606000000000001,0.7484999999999999,0.7707000000000002,0.9064000000000001,18699.748,0.03153983832960239,0.02357734411127632,0.024172344749362917,121.0,349.0,3690.4,5635.0,10.599999999999909,0.0028805913364856536,6.699999999999818,0.0011904127356395036,3.8,-0.34497,-0.3958,32.57918878505096
Jul-2018,2018-07-31,0.0162,252.01,0.01999999999998181,Other time,,False,0.874,1.6085,2.0029,2.1272,2.1473,1.91,2.671,2.849,2.961,3.083,1.0624999999999998,0.8461000000000003,0.8337999999999997,0.9357000000000002,18699.748,0.03153983832960239,0.02357734411127632,0.024172344749362917,116.0,346.0,3679.8,5628.3,25.300000000000182,0.006922971678752273,9.699999999999818,0.0017264087139144658,3.8,-0.2641,-0.31378,25.040734007238683
Jun-2018,2018-06-30,0.0167,251.99,0.4000000000000057,Other time,,False,1.4184,1.8016,2.0792,2.1285,2.1212,1.91,2.53,2.739,2.861,2.99,0.7283999999999997,0.6597999999999997,0.7325000000000004,0.8688000000000002,18565.697,0.03261982807038666,0.022225100374293927,0.024313884006233355,130.0,371.0,3654.5,5618.6,0.09999999999990905,2.736427320487879e-05,17.5,0.0031243862812661794,4.0,-0.2809,-0.32377,37.99902470554386
May-2018,2018-05-31,0.0173,251.59,1.039999999999992,Other time,,False,1.6513,1.8441,2.0547,2.0894,2.0852,1.7,2.429,2.697,2.859,3.026,0.5848999999999998,0.6423000000000001,0.7696000000000001,0.9407999999999999,18565.697,0.03261982807038666,0.022225100374293927,0.024313884006233355,122.0,363.0,3654.4,5601.1,-5.599999999999909,-0.0015300546448087182,10.700000000000728,0.0019139954207213667,3.8,-0.31588,-0.35766,29.356392586078343
Apr-2018,2018-04-30,0.0191,250.55,1.0,Other time,,False,1.6707,1.9562,2.1096,2.1753,2.1948,1.69,2.49,2.798,2.954,3.124,0.5338000000000003,0.6884000000000001,0.7787000000000002,0.9292000000000002,18565.697,0.03261982807038666,0.022225100374293927,0.024313884006233355,114.0,346.0,3660.0,5590.4,-7.0,-0.0019089173711480775,-7.200000000000728,-0.0012862655423754336,4.0,-0.23891,-0.28608,14.623667941454414
Mar-2018,2018-03-31,0.0188,249.55,0.5600000000000023,Other time,,False,2.2398,1.9793,2.0413,2.0559,2.0701,1.67,2.268,2.563,2.74,2.974,0.28869999999999973,0.5217,0.6841000000000004,0.9039000000000001,18437.127,0.030635033836816872,0.021827883544486948,0.023176227852808706,117.0,372.0,3667.0,5597.6,53.0,0.01466519092418373,22.200000000000728,0.003981777092226697,4.0,-0.31435,-0.35021,20.19347723816196
